original_id,conv_id,input_text,intent,entities,action_1,policy_1,bot_text,cv_outputs,Unnamed: 9,x,y,combine_text,cluster,short_input_texts,short_bot_texts,short_entities
61.1,41,"ok, thank shop!",thank,,utter_thank,,Shop cảm ơn bạn ạ.,,,24.473814,8.764459,"ok, thank shop! thank nan utter_thank Shop cảm ơn bạn ạ. ok, thank shop!",4,"ok, thank shop!",Shop cảm ơn bạn ạ.,nan
61.2,42,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,3.209744,-52.809082,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",2,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
61.2,42,"Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188']"", 'mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,-6.6260953,-0.7607284,"Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188 query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188, mention:bộ này, attribute:price action_query_babe_kb Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng> Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188",5,url,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop-<br>  đang có giá: 490.000 - 790.000
Bạn tham khảo các -<br>",url
61.2,42,cái này có 2 size à shop?,query_knowledge_base,"['mention:cái này', 'attribute:size']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích thước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,-10.157477,-2.2533875,"cái này có 2 size à shop? query_knowledge_base mention:cái này, attribute:size action_query_babe_kb Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích thước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng> cái này có 2 size à shop?",5,cái này có 2 size à shop?,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích th-<br> ước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các s-<br>","['mention:cái này', 'attribute:size']"
61.2,42,ok shop,agree,,utter_agree,,Vâng ạ!,,,28.661657,3.3468301,ok shop agree nan utter_agree Vâng ạ! ok shop,4,ok shop,Vâng ạ!,nan
62.0,43,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,1.7105122,-52.455677,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",2,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
62.0,43,"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 7330 không
Giá bao nhiêu",query_knowledge_base,"['object_type:ghe', 'brand:mastela', 'color:màu ghi', 'attribute:price', 'code:7330']",action_query_babe_kb,,"Sản phẩm Ghế ăn nâng hạ độ cao nhựa Mastela 07330/07331 màu ghi hiện đang có giá: 490.000 (Giá gốc: 639.000).
<Show card>",,,12.635572,6.721853,"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 7330 không
Giá bao nhiêu query_knowledge_base object_type:ghe, brand:mastela, color:màu ghi, attribute:price, code:7330 action_query_babe_kb Sản phẩm Ghế ăn nâng hạ độ cao nhựa Mastela 07330/07331 màu ghi hiện đang có giá: 490.000 (Giá gốc: 639.000).
<Show card> Chào shop, shop còn mẫu ghế mastela màu ghi, mã 7330 không
Giá bao nhiêu",1,"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 73-<br>",Sản phẩm Ghế ăn nâng hạ độ cao nhựa Mastela 07330/-<br> 07331 màu ghi hiện đang có giá: 490.000 (Giá gốc: -<br>,"['object_type:ghe', 'brand:mastela', 'color:màu ghi', 'attribute:price', 'code:7330']"
62.0,43,"Mình cần gấp, shop ship luôn cho mình nhé.",make_order,,action_make_order,,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>",,,6.0075965,-3.376718,"Mình cần gấp, shop ship luôn cho mình nhé. make_order nan action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...> Mình cần gấp, shop ship luôn cho mình nhé.",1,"Mình cần gấp, shop ship luôn cho mình nhé.","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặ-<br> t hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hà-<br> ng: có tên sản phẩm, cho khách tùy chọn số lượng, -<br>",nan
68.0,44,https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,,,-9.479405,50.03122,https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0 action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0,0,url,Bạn đang tìm kiếm thông tin gì ạ?,url
68.0,44,Bnhiu v shop,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)

<show 5 card sản phẩm>",,,-6.491733,-7.5949836,"Bnhiu v shop query_knowledge_base attribute:price action_query_babe_kb Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)

<show 5 card sản phẩm> Bnhiu v shop",5,Bnhiu v shop,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br> ới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)

<s-<br>",['attribute:price']
68.0,44,"Cái thứ 2
",,['mention:2'],action_query_babe_kb,,"Mời bạn tham khảo sản phẩm Voi Jumbo thả hình khối Bkids Infantino:
<show card>",,,12.518334,9.903454,"Cái thứ 2
 nan mention:2 action_query_babe_kb Mời bạn tham khảo sản phẩm Voi Jumbo thả hình khối Bkids Infantino:
<show card> Cái thứ 2
",4,"Cái thứ 2
",Mời bạn tham khảo sản phẩm Voi Jumbo thả hình khối-<br>,['mention:2']
68.0,44,ok shop,agree,,utter_agree,,Dạ vâng ạ!,,,28.281736,0.900773,ok shop agree nan utter_agree Dạ vâng ạ! ok shop,4,ok shop,Dạ vâng ạ!,nan
69.0,45,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,2.7164752,-53.922913,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",2,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
69.0,45,https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'thanh_chan_giuong', 'product_id': '1574', 'product_name': 'Thanh chắn giường cao cấp dạng trượt Umoo chính hãng', 'score': ''}]",,-14.141168,52.369843,https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF,0,url,Bạn đang tìm kiếm thông tin gì ạ?,url
69.0,45,B có sẵn thanh chắn giường này ko?,query_knowledge_base,['object_type:thanh_chan_giuong'],action_query_babe_kb,,"Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng đang có giá: 500.000 (Giá gốc: 610.000).
Mời bạn xem sản phẩm tại link:
<Show card>",,,-1.8778383,-1.3346672,"B có sẵn thanh chắn giường này ko? query_knowledge_base object_type:thanh_chan_giuong action_query_babe_kb Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng đang có giá: 500.000 (Giá gốc: 610.000).
Mời bạn xem sản phẩm tại link:
<Show card> B có sẵn thanh chắn giường này ko?",5,B có sẵn thanh chắn giường này ko?,Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo-<br>  chính hãng đang có giá: 500.000 (Giá gốc: 610.000-<br>,['object_type:thanh_chan_giuong']
69.0,45,loại này có những kích thước nào shop nhỉ?,query_knowledge_base,"['mention:loại này', 'attribute:size']",action_query_babe_kb,,"Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng có các kích thước: 1m6, 1m8, 2m, 2m2.",,,-0.26869497,-0.21021108,"loại này có những kích thước nào shop nhỉ? query_knowledge_base mention:loại này, attribute:size action_query_babe_kb Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng có các kích thước: 1m6, 1m8, 2m, 2m2. loại này có những kích thước nào shop nhỉ?",1,loại này có những kích thước nào shop nhỉ?,Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo-<br>,"['mention:loại này', 'attribute:size']"
69.0,45,"ok shop, cho mình đặt thanh loại 2m2 nhé.",make_order,['size:loại 2m2'],action_make_order,,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>",,,8.557819,-0.2245745,"ok shop, cho mình đặt thanh loại 2m2 nhé. make_order size:loại 2m2 action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...> ok shop, cho mình đặt thanh loại 2m2 nhé.",1,"ok shop, cho mình đặt thanh loại 2m2 nhé.","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặ-<br> t hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hà-<br> ng: có tên sản phẩm, cho khách tùy chọn số lượng, -<br>",['size:loại 2m2']
70.0,46,hi shop,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,6.107148,-46.316853,"hi shop greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? hi shop",2,hi shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
70.0,46,"chị muốn hỏi giá cũi vải greco
và jolie",query_knowledge_base,"['attribute:price', 'object_type:giuong', 'material:vải', 'brand:greco', 'brand:jolie']",action_query_babe_kb,,"Dạ, sản phẩm Giuong hãng sản xuất Jolie, chất liệu Vải bên shop hiện tại không có ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",,,3.153203,6.403033,"chị muốn hỏi giá cũi vải greco
và jolie query_knowledge_base attribute:price, object_type:giuong, material:vải, brand:greco, brand:jolie action_query_babe_kb Dạ, sản phẩm Giuong hãng sản xuất Jolie, chất liệu Vải bên shop hiện tại không có ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé! chị muốn hỏi giá cũi vải greco
và jolie",1,"chị muốn hỏi giá cũi vải greco
và jolie","Dạ, sản phẩm Giuong hãng sản xuất Jolie, chất liệu-<br>  Vải bên shop hiện tại không có ạ. Bạn tham khảo c-<br>","['attribute:price', 'object_type:giuong', 'material:vải', 'brand:greco', 'brand:jolie']"
70.0,46,"/query_knowledge_base{""brand"": ""Graco""}",query_knowledge_base,['brand:Graco'],action_query_babe_kb,,Hiện tại sản phẩm Giuong hãng sản xuất Graco shop đang có những *giá* sau ạ:,,,1.2262355,6.1402645,/query_knowledge_base{brand: Graco} query_knowledge_base brand:Graco action_query_babe_kb Hiện tại sản phẩm Giuong hãng sản xuất Graco shop đang có những *giá* sau ạ: /query_knowledge_base{brand: Graco},1,"/query_knowledge_base{""brand"": ""Graco""}",Hiện tại sản phẩm Giuong hãng sản xuất Graco shop -<br>,['brand:Graco']
70.0,46,"/query_knowledge_base{""price"": ""2M - 5M""}",query_knowledge_base,['price:2M - 5M'],action_query_babe_kb,,"Sản phẩm  Giuong hãng sản xuất Graco, giá 2m - 5m hiện shop đang có giá: *5,000,000 VND, 2,900,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-10.933238,1.3712486,"/query_knowledge_base{price: 2M - 5M} query_knowledge_base price:2M - 5M action_query_babe_kb Sản phẩm  Giuong hãng sản xuất Graco, giá 2m - 5m hiện shop đang có giá: *5,000,000 VND, 2,900,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ: /query_knowledge_base{price: 2M - 5M}",5,"/query_knowledge_base{""price"": ""2M - 5M""}","Sản phẩm  Giuong hãng sản xuất Graco, giá 2m - 5m -<br> hiện shop đang có giá: *5,000,000 VND, 2,900,000 V-<br>",['price:2M - 5M']
70.0,46,2 cái khác gì nhau,handover_to_inbox,[],utter_ask_rephrase,,Bạn có thể nói với tôi theo 1 cách khác được không?,,,8.952584,6.686424,2 cái khác gì nhau handover_to_inbox  utter_ask_rephrase Bạn có thể nói với tôi theo 1 cách khác được không? 2 cái khác gì nhau,1,2 cái khác gì nhau,Bạn có thể nói với tôi theo 1 cách khác được không-<br>,[]
