original_id,conv_id,input_text,intent,entities,action_1,policy_1,bot_text,cv_outputs,Unnamed: 9,x,y,combine_text,kmeans_cluster,gm_cluster,hc_cluster,short_input_texts,short_bot_texts,short_entities
57.0,38,"/confirm_attribute_value{""price"": ""500k - 1M""}",confirm_attribute_value,['price:500k - 1M'],action_query_babe_kb,,Dạ mời bạn tham khảo các loại sản phẩm hiện có tại shop nhé!,,,12.67719,0.78111565, confirm attribute value  price    500k   1m  ,5,5,0,"/confirm_attribute_value{""price"": ""500k - 1M""}",Dạ mời bạn tham khảo các loại sản phẩm hiện có tại-<br>,['price:500k - 1M']
58.0,39,"Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ",query_knowledge_base,"['object_type:xe', 'brand:scotter']",action_query_babe_kb,,"Mời bạn tham khảo các Xe Scooter shop đang có ạ:
<Show card xe scooter>",,,-2.0023992,3.12661,"vậy xe scotter còn k ạ
loại có ư bánh trc ạ",6,2,3,"Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ","Mời bạn tham khảo các Xe Scooter shop đang có ạ:
<-<br>","['object_type:xe', 'brand:scotter']"
60.0,40,https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,,,-0.83534026,30.17883,nan,1,7,0,nan,Bạn đang tìm kiếm thông tin gì ạ?,url
60.0,40,Shop co bán goi nay kg ạ?,query_knowledge_base,"['object_type:goi', 'mention:nay']",action_query_babe_kb,,"Sản phẩm bạn vừa gửi shop không có hàng, hiện tại shop có các loại Gối sau:
<show random card 5 cái gối>",Đoạn này expect là model CV sẽ bắt đc là cái gối và k có cái nào trong DB của mình phù hợp.,,1.4587243,12.509467,shop co bán goi nay kg ạ ,6,2,3,Shop co bán goi nay kg ạ?,"Sản phẩm bạn vừa gửi shop không có hàng, hiện tại -<br> shop có các loại Gối sau:
<show random card 5 cái -<br>","['object_type:goi', 'mention:nay']"
61.1,41,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-34.482956,-22.598665,shop ơi,4,6,5,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
61.1,41,"Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188']"", 'mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,-0.22798508,30.654924,nan,1,7,0,nan,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop-<br>  đang có giá: 490.000 - 790.000
Bạn tham khảo các -<br>",url
61.1,41,"ok, thank shop!",thank,,utter_thank,,Shop cảm ơn bạn ạ.,,,-9.794993,-3.8231833,ok  thank shop ,2,1,3,"ok, thank shop!",Shop cảm ơn bạn ạ.,nan
61.2,42,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-36.13909,-20.630112,shop ơi,4,6,5,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
61.2,42,"Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188']"", 'mention:bộ này', 'attribute:price']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,0.086109735,29.533264,nan,1,7,0,nan,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop-<br>  đang có giá: 490.000 - 790.000
Bạn tham khảo các -<br>",url
61.2,42,cái này có 2 size à shop?,query_knowledge_base,"['mention:cái này', 'attribute:size']",action_query_babe_kb,,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích thước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,2.7173703,-0.014310349,cái này có 2 size à shop ,6,2,1,cái này có 2 size à shop?,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích th-<br> ước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các s-<br>","['mention:cái này', 'attribute:size']"
61.2,42,ok shop,agree,,utter_agree,,Vâng ạ!,,,-29.021435,21.038198,ok shop,7,4,7,ok shop,Vâng ạ!,nan
62.0,43,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-37.304443,-22.674875,shop ơi,4,6,5,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
62.0,43,"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 7330 không
Giá bao nhiêu",query_knowledge_base,"['object_type:ghe', 'brand:mastela', 'color:màu ghi', 'attribute:price', 'code:7330']",action_query_babe_kb,,"Sản phẩm Ghế ăn nâng hạ độ cao nhựa Mastela 07330/07331 màu ghi hiện đang có giá: 490.000 (Giá gốc: 639.000).
<Show card>",,,-0.15169908,6.5422387,"chào shop  shop còn mẫu ghế mastela màu ghi  mã 7330 không
giá bao nhiêu",6,2,3,"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 73-<br>",Sản phẩm Ghế ăn nâng hạ độ cao nhựa Mastela 07330/-<br> 07331 màu ghi hiện đang có giá: 490.000 (Giá gốc: -<br>,"['object_type:ghe', 'brand:mastela', 'color:màu gh-<br>"
62.0,43,"Mình cần gấp, shop ship luôn cho mình nhé.",make_order,,action_make_order,,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>",,,6.6801744,3.656131,mình cần gấp  shop ship luôn cho mình nhé ,6,2,0,"Mình cần gấp, shop ship luôn cho mình nhé.","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặ-<br> t hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hà-<br> ng: có tên sản phẩm, cho khách tùy chọn số lượng, -<br>",nan
68.0,44,https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91106339_504681633742206_788347577962594304_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQkpdwlzm_mTmrlmOvdESGIDOUEFrWujbD-83rE4K6ox1kluGcnfS6n-PsbADXsmCzsphR9NWY-7rsS1btzeL5vr&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=911eee54169aeab013d04631dc885161&oe=5EA68BE0']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,,,-0.6018401,29.095303,nan,1,7,0,nan,Bạn đang tìm kiếm thông tin gì ạ?,url
68.0,44,Bnhiu v shop,query_knowledge_base,['attribute:price'],action_query_babe_kb,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)

<show 5 card sản phẩm>",,,-2.1293452,11.077424,bnhiu v shop,6,2,3,Bnhiu v shop,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br> ới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)

<s-<br>",['attribute:price']
68.0,44,"Cái thứ 2
",,['mention:2'],action_query_babe_kb,,"Mời bạn tham khảo sản phẩm Voi Jumbo thả hình khối Bkids Infantino:
<show card>",,,-0.38095754,-0.8815031,"cái thứ 2
",6,2,1,"Cái thứ 2
",Mời bạn tham khảo sản phẩm Voi Jumbo thả hình khối-<br>,['mention:2']
68.0,44,ok shop,agree,,utter_agree,,Dạ vâng ạ!,,,-27.909657,22.144402,ok shop,7,4,7,ok shop,Dạ vâng ạ!,nan
69.0,45,shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-33.974556,-23.986002,shop ơi,4,6,5,shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
69.0,45,https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91195826_498480424370303_2420395967455952896_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=xbapPlP7xmIAX_VXW-N&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9659d65beb602c42382325bcb6359a57&oe=5EA77EEF']""]",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'thanh_chan_giuong', 'product_id': '1574', 'product_name': 'Thanh chắn giường cao cấp dạng trượt Umoo chính hãng', 'score': ''}]",,-2.079087,-7.864409, thanh chan giuong,3,1,1, thanh_chan_giuong,Bạn đang tìm kiếm thông tin gì ạ?,url
69.0,45,B có sẵn thanh chắn giường này ko?,query_knowledge_base,['object_type:thanh_chan_giuong'],action_query_babe_kb,,"Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng đang có giá: 500.000 (Giá gốc: 610.000).
Mời bạn xem sản phẩm tại link:
<Show card>",,,8.914762,0.6472739,b có sẵn thanh chắn giường này ko ,6,2,0,B có sẵn thanh chắn giường này ko?,Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo-<br>  chính hãng đang có giá: 500.000 (Giá gốc: 610.000-<br>,['object_type:thanh_chan_giuong']
69.0,45,loại này có những kích thước nào shop nhỉ?,query_knowledge_base,"['mention:loại này', 'attribute:size']",action_query_babe_kb,,"Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo chính hãng có các kích thước: 1m6, 1m8, 2m, 2m2.",,,-0.020741325,-4.8083835,loại này có những kích thước nào shop nhỉ ,3,5,1,loại này có những kích thước nào shop nhỉ?,Sản phẩm Thanh chắn giường cao cấp dạng trượt Umoo-<br>,"['mention:loại này', 'attribute:size']"
69.0,45,"ok shop, cho mình đặt thanh loại 2m2 nhé.",make_order,['size:loại 2m2'],action_make_order,,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>",,,3.755914,5.5662336,ok shop  cho mình đặt thanh loại 2m2 nhé ,6,2,3,"ok shop, cho mình đặt thanh loại 2m2 nhé.","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặ-<br> t hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hà-<br> ng: có tên sản phẩm, cho khách tùy chọn số lượng, -<br>",['size:loại 2m2']
70.0,46,hi shop,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,10.246594,17.80887,hi shop,1,0,0,hi shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
70.0,46,"chị muốn hỏi giá cũi vải greco
và jolie",query_knowledge_base,"['attribute:price', 'object_type:giuong', 'material:vải', 'brand:greco', 'brand:jolie']",action_query_babe_kb,,"Dạ, sản phẩm Giuong hãng sản xuất Jolie, chất liệu Vải bên shop hiện tại không có ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",,,0.16708682,9.843828,"chị muốn hỏi giá cũi vải greco
và jolie",6,2,3,"chị muốn hỏi giá cũi vải greco
và jolie","Dạ, sản phẩm Giuong hãng sản xuất Jolie, chất liệu-<br>  Vải bên shop hiện tại không có ạ. Bạn tham khảo c-<br>","['attribute:price', 'object_type:giuong', 'materia-<br>"
70.0,46,"/query_knowledge_base{""brand"": ""Graco""}",query_knowledge_base,['brand:Graco'],action_query_babe_kb,,Hiện tại sản phẩm Giuong hãng sản xuất Graco shop đang có những *giá* sau ạ:,,,-4.031698,-2.3858657, query knowledge base  brand    graco  ,6,1,3,"/query_knowledge_base{""brand"": ""Graco""}",Hiện tại sản phẩm Giuong hãng sản xuất Graco shop -<br>,['brand:Graco']
70.0,46,"/query_knowledge_base{""price"": ""2M - 5M""}",query_knowledge_base,['price:2M - 5M'],action_query_babe_kb,,"Sản phẩm  Giuong hãng sản xuất Graco, giá 2m - 5m hiện shop đang có giá: *5,000,000 VND, 2,900,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ:",,,-5.752299,-5.7910447, query knowledge base  price    2m   5m  ,2,1,2,"/query_knowledge_base{""price"": ""2M - 5M""}","Sản phẩm  Giuong hãng sản xuất Graco, giá 2m - 5m -<br> hiện shop đang có giá: *5,000,000 VND, 2,900,000 V-<br>",['price:2M - 5M']
70.0,46,2 cái khác gì nhau,handover_to_inbox,[],utter_ask_rephrase,,Bạn có thể nói với tôi theo 1 cách khác được không?,,,6.1540194,-2.6891294,2 cái khác gì nhau,6,5,1,2 cái khác gì nhau,Bạn có thể nói với tôi theo 1 cách khác được không-<br>,[]
71.0,47,"Chào shop
Mình quan tâm tới các sp này
https://scontent.xx.fbcdn.net/v/t1.15752-9/91466198_244084896638357_7080438687661555712_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=wyoTyMF_RSAAX9EbI1K&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=8d9617825e55509c74ce414b631e8d2e&oe=5EA469BA
https://scontent.xx.fbcdn.net/v/t1.15752-9/91129214_149488453070304_6848237731844194304_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=tMwYM6FZaVgAX_t9wGA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=c169a5f865873b3923ef31fb69aea543&oe=5EA66692
https://scontent.xx.fbcdn.net/v/t1.15752-9/91613067_640564659835802_8379030837110243328_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=xYnCKgjShPcAX-8TQ54&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e1dcf9d72a2a4ba315f7a04a51fd287&oe=5EA4BE04
https://scontent.xx.fbcdn.net/v/t1.15752-9/91721715_152379149397342_2808027185510612992_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=l2cBoqQ6R1cAX-2E99z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=410bcc1db19f63270645d1e28ee6726e&oe=5EA7D330
Bạn báo giá nhé
Bé nhà mình 2tuổi","greet
query_knowledge_base","[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91721715_152379149397342_2808027185510612992_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=l2cBoqQ6R1cAX-2E99z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=410bcc1db19f63270645d1e28ee6726e&oe=5EA7D330', 'https://scontent.xx.fbcdn.net/v/t1.15752-9/91129214_149488453070304_6848237731844194304_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=tMwYM6FZaVgAX_t9wGA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=c169a5f865873b3923ef31fb69aea543&oe=5EA66692', 'https://scontent.xx.fbcdn.net/v/t1.15752-9/91466198_244084896638357_7080438687661555712_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=wyoTyMF_RSAAX9EbI1K&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=8d9617825e55509c74ce414b631e8d2e&oe=5EA469BA', 'https://scontent.xx.fbcdn.net/v/t1.15752-9/91613067_640564659835802_8379030837110243328_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=xYnCKgjShPcAX-8TQ54&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e1dcf9d72a2a4ba315f7a04a51fd287&oe=5EA4BE04']"", 'size:https://scontent.xx.fbcdn.net/v/t1.15752-9/91613067_640564659835802_8379030837110243328_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=xYnCKgjShPcAX-8TQ54&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=7e1dcf9d72a2a4ba315f7a04a51fd287&oe=5EA4BE04 https://scontent.xx.fbcdn.net/v/t1.15752-9/91721715_152379149397342_2808027185510612992_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=l2cBoqQ6R1cAX-2E99z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=410bcc1db19f63270645d1e28ee6726e&oe=5EA7D330', 'attribute:price']",action_query_babe_kb,,"Mời bạn tham khảo các sản phẩm:
<Show 4 cards tương ứng 4 sản phẩm gửi ảnh>
<Kỳ vọng gửi đi đc cả 4 ảnh, CV đọc 4 ảnh và trả về chuẩn 4 card>","[{'object_type': '', 'product_id': '2414', 'product_name': 'Thú bông bập bênh phát nhạc cao cấp Tiny Love ( Mỹ )', 'score': '0.9952905741257961'}, {'object_type': 'xe_day', 'product_id': '', 'product_name': '', 'score': '0.9973067'}, {'object_type': 'quay', 'product_id': '', 'product_name': '', 'score': '0.99491924'}, {'object_type': 'xe_choi_chan', 'product_id': '', 'product_name': '', 'score': '0.9390086'}]",,-1.4527792,9.471678,  thú bông bập bênh phát nhạc cao cấp tiny love   mỹ  ,6,2,3,  Thú bông bập bênh phát nhạc cao cấp Tiny Love ( -<br>,"Mời bạn tham khảo các sản phẩm:
<Show 4 cards tươn-<br> g ứng 4 sản phẩm gửi ảnh>
<Kỳ vọng gửi đi đc cả 4 -<br>",url
72.0,48,https://scontent.xx.fbcdn.net/v/t1.15752-9/91116566_291171825206315_2457738113934426112_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQl0eJdwRKLYDOTb3-7GEEopWEg73tj53KuP5VxJRcvtdD9rcM6ZrFogw5sbRM9s7R-eYHilgr7XsDCjxJ5VauHq&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=21cbaa7a85cf4cbf2e946bbc78f7ca73&oe=5EA6F7BA,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91116566_291171825206315_2457738113934426112_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQl0eJdwRKLYDOTb3-7GEEopWEg73tj53KuP5VxJRcvtdD9rcM6ZrFogw5sbRM9s7R-eYHilgr7XsDCjxJ5VauHq&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=21cbaa7a85cf4cbf2e946bbc78f7ca73&oe=5EA6F7BA']"", 'brand:https://scontent.xx.fbcdn.net/v/t1.15752-9/91116566_291171825206315_2457738113934426112_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQl0eJdwRKLYDOTb3-7GEEopWEg73tj53KuP5VxJRcvtdD9rcM6ZrFogw5sbRM9s7R-eYHilgr7XsDCjxJ5VauHq&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=21cbaa7a85cf4cbf2e946bbc78f7ca73&oe=5EA6F7BA']",action_handle_send_link_only,,Bạn đang tìm kiếm thông tin gì ạ?,"[{'object_type': 'Be_boi', 'product_id': '1424', 'product_name': 'Bể dựng thành cao Doctor Dolphin', 'score': '0.9853657155073997'}]",,-1.5066656,17.671783, be boi,1,2,0, Be_boi,Bạn đang tìm kiếm thông tin gì ạ?,url
72.0,48,Shop còn bộ này k ạ,query_knowledge_base,['mention:bộ này'],action_query_babe_kb,,"Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!
<Show card Bể dựng thành cao Doctor Dolphin>",,,6.349565,-10.550409,shop còn bộ này k ạ,3,5,1,Shop còn bộ này k ạ,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé-<br>,['mention:bộ này']
72.0,48,"<Đặt hàng>
(trên card cuối show thêm nút đặt hàng)",make_order,,action_make_order,,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>",,,-4.7147875,-2.5563338," đặt hàng 
 trên card cuối show thêm nút đặt hàng ",6,1,3,"<Đặt hàng>
(trên card cuối show thêm nút đặt hàng)","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặ-<br> t hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hà-<br> ng: có tên sản phẩm, cho khách tùy chọn số lượng, -<br>",nan
74.1,49,alo shop ơi,greet,[],utter_greet,,"Chào bạn, mình là ...",,,-25.71195,-4.5295935,alo shop ơi,2,1,2,alo shop ơi,"Chào bạn, mình là ...",[]
74.1,49,"https://www.facebook.com/shopgauvabingo/photos/pcb.2425056854471305/2425056784471312/?type=3&theater
con xe này giá bn à shop",send_link,"[""url:['https://www.facebook.com/shopgauvabingo/photos/pcb.2425056854471305/2425056784471312/?type=3&theater']"", 'mention:này', 'attribute:price']",action_handle_send_link_only,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)
<Show 5 cards sản phẩm>",,,1.7286178,4.721786,"https   www facebook com shopgauvabingo photos pcb 2425056854471305 2425056784471312  type 3 theater
con xe này giá bn à shop",6,2,3,https://www.facebook.com/shopgauvabingo/photos/pcb-<br> .2425056854471305/2425056784471312/?type=3&theater-<br>,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br> ới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)
<Sh-<br>","[""url:['https://www.facebook.com/shopgauvabingo/ph-<br> otos/pcb.2425056854471305/2425056784471312/?type=3-<br>"
74.1,49,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/3103025341"", ""product_id"": ""https://shopee.vn/product/36371562/3103025341""}",query_knowledge_base,"['url:https://shopee.vn/product/36371562/3103025341', 'product_id:https://shopee.vn/product/36371562/3103025341']",action_query_babe_kb,,"Sản phẩm  Xe NADLE 3 in 1: Xe đẩy - Chòi chân - Xe đạp  hiện shop đang có giá: 2,650,000 VND (giá gốc 2,650,000 VND), 2,450,000 VND (giá gốc 2,450,000 VND), 1,550,000 VND (giá gốc 2,650,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",,,-9.647356,-11.804762, query knowledge base  url    https   shopee vn product 36371562 3103025341    product id    https   shopee vn product 36371562 3103025341  ,2,1,2,"/query_knowledge_base{""url"": ""https://shopee.vn/pr-<br> oduct/36371562/3103025341"", ""product_id"": ""https:/-<br>","Sản phẩm  Xe NADLE 3 in 1: Xe đẩy - Chòi chân - Xe-<br>  đạp  hiện shop đang có giá: 2,650,000 VND (giá gố-<br> c 2,650,000 VND), 2,450,000 VND (giá gốc 2,450,000-<br>  VND), 1,550,000 VND (giá gốc 2,650,000 VND).
Bạn -<br> tham khảo các sản phẩm sau nhé ạ:
<Show card cuối -<br>","['url:https://shopee.vn/product/36371562/310302534-<br> 1', 'product_id:https://shopee.vn/product/36371562-<br>"
74.1,49,"Ok, thank shop",thank,,utter_thank,,Cảm ơn bạn!,,,-9.795129,-3.8230472,ok  thank shop,2,1,3,"Ok, thank shop",Cảm ơn bạn!,nan
74.2,50,alo shop ơi,greet,,utter_greet,,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",,,-25.458405,-4.42245,alo shop ơi,2,1,2,alo shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô,-<br>",nan
74.2,50,"https://www.facebook.com/shopgauvabingo/photos/pcb.2425056854471305/2425056784471312/?type=3&theater
con xe này giá bn à shop",query_knowledge_base,"[""url:['https://www.facebook.com/shopgauvabingo/photos/pcb.2425056854471305/2425056784471312/?type=3&theater']"", 'object_type:xe', 'mention:này', 'attribute:price']",action_query_babe_kb,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)
<Show 5 cards sản phẩm>",,,1.7282773,4.721585,"https   www facebook com shopgauvabingo photos pcb 2425056854471305 2425056784471312  type 3 theater
con xe này giá bn à shop",6,2,3,https://www.facebook.com/shopgauvabingo/photos/pcb-<br> .2425056854471305/2425056784471312/?type=3&theater-<br>,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dư-<br> ới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)
<Sh-<br>","[""url:['https://www.facebook.com/shopgauvabingo/ph-<br> otos/pcb.2425056854471305/2425056784471312/?type=3-<br> &theater']"", 'object_type:xe', 'mention:này', 'att-<br>"
