x,y,z,text,input_text,bot_text,intent,entities,action,cluster
-4.994907,12.3609495,-2.7719994,ok shop agree nan utter_agree Dạ! ok shop,ok shop,Dạ!,agree,,utter_agree,1
2.0675476,-0.6087578,-15.383496,"shop ơi greet  utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,[],utter_greet,2
13.155698,2.3242984,4.137819,https://scontent.xx.fbcdn.net/v/t1.15752-9/90958526_844348296084999_5556829233025646592_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=nKnFFBK9x4kAX8KAC9k&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aead6e9f0b6ca0e8cf7d7446022ad8a7&oe=5EA4C715 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/90958526_844348296084999_5556829233025646592_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=nKnFFBK9x4kAX8KAC9k&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aead6e9f0b6ca0e8cf7d7446022ad8a7&oe=5EA4C715 action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/90958526_844348296084999_5556829233025646592_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=nKnFFBK9x4kAX8KAC9k&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aead6e9f0b6ca0e8cf7d7446022ad8a7&oe=5EA4C715,https://scontent.xx.fbcdn.net/v/t1.15752-9/90958526_844348296084999_5556829233025646592_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=nKnFFBK9x4kAX8KAC9k&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aead6e9f0b6ca0e8cf7d7446022ad8a7&oe=5EA4C715,Bạn đang tìm kiếm thông tin gì ạ?,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/90958526_844348296084999_5556829233025646592_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=nKnFFBK9x4kAX8KAC9k&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=aead6e9f0b6ca0e8cf7d7446022ad8a7&oe=5EA4C715']""]",action_handle_send_link_only,0
-3.4614189,-0.69163084,0.51439595,"Bên mình có medela freestyle like new k ak query_knowledge_base brand:medela freestyle action_query_babe_kb Shop không có máy hút sữa thương hiệu Medela, mời bạn tham khảo các sản phẩm máy hút sữa hiện có tại shop nhé:
<Show card list máy hút sữa đang có> Bên mình có medela freestyle like new k ak",Bên mình có medela freestyle like new k ak,"Shop không có máy hút sữa thương hiệu Medela, mời bạn tham khảo các sản phẩm máy hút sữa hiện có tại shop nhé:
<Show card list máy hút sữa đang có>",query_knowledge_base,['brand:medela freestyle'],action_query_babe_kb,1
-3.9849536,10.32155,-2.433859,Ok shop agree nan utter_agree Dạ vâng ạ! Ok shop,Ok shop,Dạ vâng ạ!,agree,,utter_agree,1
-90.85027,-20.268997,173.38654,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,3
12.511536,4.4430714,3.8595872,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91397331_873232633088393_7516530623012405248_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7L9qejTvUzsAX9A87Nc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5a5f3a23fc9f73f05af3323e7e4d10c9&oe=5EA44E0F send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91397331_873232633088393_7516530623012405248_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7L9qejTvUzsAX9A87Nc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5a5f3a23fc9f73f05af3323e7e4d10c9&oe=5EA44E0F action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91397331_873232633088393_7516530623012405248_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7L9qejTvUzsAX9A87Nc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5a5f3a23fc9f73f05af3323e7e4d10c9&oe=5EA44E0F",https://scontent.xx.fbcdn.net/v/t1.15752-9/91397331_873232633088393_7516530623012405248_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7L9qejTvUzsAX9A87Nc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5a5f3a23fc9f73f05af3323e7e4d10c9&oe=5EA44E0F,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91397331_873232633088393_7516530623012405248_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7L9qejTvUzsAX9A87Nc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=5a5f3a23fc9f73f05af3323e7e4d10c9&oe=5EA44E0F']""]",action_handle_send_link_only,0
-6.3315086,5.0155034,3.2808952,"Mẫu này giá bn ah query_knowledge_base mention:mẫu này, attribute:price action_query_babe_kb Món đồ bạn cần tìm có phải là:
<Xe chòi chân> <Xe đẩy> <Không đúng!> Mẫu này giá bn ah",Mẫu này giá bn ah,"Món đồ bạn cần tìm có phải là:
<Xe chòi chân> <Xe đẩy> <Không đúng!>",query_knowledge_base,"['mention:mẫu này', 'attribute:price']",action_query_babe_kb,1
-4.34456,-7.052323,7.0982733,"/agree{object_type: xe_choi_chan} confirm_object_type nan action_query_babe_kb Sản phẩm  Xe Chòi Chân  hiện shop đang có giá: 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND), 699,000 VND (giá gốc 998,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card> /agree{object_type: xe_choi_chan}","/agree{""object_type"": ""xe_choi_chan""}","Sản phẩm  Xe Chòi Chân  hiện shop đang có giá: 499,000 VND (giá gốc 800,000 VND), 580,000 VND (giá gốc 800,000 VND), 699,000 VND (giá gốc 998,000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card>",confirm_object_type,,action_query_babe_kb,0
-1.078001,1.0414551,-0.43572882,"ok shop, cho mình lấy cái xe Luddy make_order object_type:xe_choi_chan,brand:Luddy action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa> ok shop, cho mình lấy cái xe Luddy","ok shop, cho mình lấy cái xe Luddy","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa>",make_order,"['object_type:xe_choi_chan','brand:Luddy']",action_make_order,1
4.5456667,0.34593132,-15.957987,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
-5.6605506,8.569233,3.270079,"Có ship hàng qua Nguyễn Tuân k shop ask_ship ship:ship, location:Nguyễn Tuân utter_ship Shop giao hàng toàn quốc, khách hàng có thể chuyển khoản trước hoặc chọn hình thức thanh toán khi nhận hàng ạ! Có ship hàng qua Nguyễn Tuân k shop",Có ship hàng qua Nguyễn Tuân k shop,"Shop giao hàng toàn quốc, khách hàng có thể chuyển khoản trước hoặc chọn hình thức thanh toán khi nhận hàng ạ!",ask_ship,"['ship:ship', 'location:Nguyễn Tuân']",utter_ship,1
-0.21907564,-0.66425353,-0.52742976,"vậy ship luôn cho mình Xe chòi chân có bàn đạp cao cấp Motion màu đỏ nhé make_order ship:ship, object_type:xe_choi_chan, brand:Motion, color:đỏ action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa> vậy ship luôn cho mình Xe chòi chân có bàn đạp cao cấp Motion màu đỏ nhé",vậy ship luôn cho mình Xe chòi chân có bàn đạp cao cấp Motion màu đỏ nhé,"Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa>",make_order,"['ship:ship', 'object_type:xe_choi_chan', 'brand:Motion', 'color:đỏ'",action_make_order,0
4.634563,-0.09883195,-15.966818,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
11.771971,2.519765,5.080315,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F",https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F']""]",action_handle_send_link_only,0
0.9151974,-1.2701327,0.51479983,"Gia bao Nhiu shop query_knowledge_base attribute:price action_query_babe_kb Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có giá 4.100.000 (Giá gốc: 5.000.000).
<Show card> Gia bao Nhiu shop",Gia bao Nhiu shop,"Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có giá 4.100.000 (Giá gốc: 5.000.000).
<Show card>",query_knowledge_base,['attribute:price'],action_query_babe_kb,0
-4.961706,11.76795,-3.2235274,ok shop agree nan utter_agree Vâng ạ! ok shop,ok shop,Vâng ạ!,agree,,utter_agree,1
4.5944295,-0.13366544,-16.457035,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
11.771931,2.519861,5.0801635,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F",https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91237420_573063973314379_5752083759176351744_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=awAgMEF9UTYAX-Q_cFX&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fbfffeefdee0fcd2f0dd6ed4ea38d8e6&oe=5EA3382F']""]",action_handle_send_link_only,0
0.9152135,-1.2701238,0.5147938,"Gia bao Nhiu shop query_knowledge_base attribute:price action_query_babe_kb Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có giá 4.100.000 (Giá gốc: 5.000.000).
<Show card> Gia bao Nhiu shop",Gia bao Nhiu shop,"Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có giá 4.100.000 (Giá gốc: 5.000.000).
<Show card>",query_knowledge_base,['attribute:price'],action_query_babe_kb,0
2.5319083,-8.458362,-1.5088726,"có những màu gì bạn nhỉ? query_knowledge_base attribute:color action_query_babe_kb Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có màu: Xanh và Cam ạ!
<Show card> có những màu gì bạn nhỉ?",có những màu gì bạn nhỉ?,"Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 có màu: Xanh và Cam ạ!
<Show card>",query_knowledge_base,['attribute:color'],action_query_babe_kb,0
-6.0901504,10.838215,1.1975013,"ok shop, để mình xem thêm chút nhé! agree & check_more check_more:xem thêm utter_agree Dạ vâng ạ! ok shop, để mình xem thêm chút nhé!","ok shop, để mình xem thêm chút nhé!",Dạ vâng ạ!,agree & check_more,['check_more:xem thêm'],utter_agree,1
-0.08607291,-0.28349048,-15.573412,"alo shop greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? alo shop",alo shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
14.347278,2.030874,4.6550746,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D",https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D']""]",action_handle_send_link_only,0
1.8345016,-9.483402,-1.5721211,"Mình muón mua xe này query_knowledge_base object_type:xe, mention:này action_query_babe_kb Sản phẩm Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có giá 449.000 (Giá gốc: 850.000).
<Show card sản phẩm> Mình muón mua xe này",Mình muón mua xe này,"Sản phẩm Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có giá 449.000 (Giá gốc: 850.000).
<Show card sản phẩm>",query_knowledge_base,"['object_type:xe', 'mention:này']",action_query_babe_kb,0
-2.5939689,2.1803548,0.8709797,"Shop ship luôn hàng k nhỉ
Mình Bắc Từ Liêm, HN make_order  action_make_order Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa> Shop ship luôn hàng k nhỉ
Mình Bắc Từ Liêm, HN","Shop ship luôn hàng k nhỉ
Mình Bắc Từ Liêm, HN","Cảm ơn bạn! Bạn vui lòng điền thông tin vào Mẫu đặt hàng giúp shop nhé!
<Show ra cái bảng mẫu đặt hàng: có tên sản phẩm, cho khách tùy chọn số lượng, màu sắc...>
<Các thông tin đã thu thập đc thì tự điền luôn, khách k phải điền nữa>",make_order,[],action_make_order,1
3.347833,0.4196654,-16.086414,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
14.347399,2.030879,4.655075,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D",https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91179254_522333818714923_2603681931581194240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=vIHq163ac_kAX-MHxt8&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=19368d98471da439001ddf5dc8cab52d&oe=5EA2F89D']""]",action_handle_send_link_only,0
1.8345042,-9.48341,-1.5721242,"Mình muón mua xe này query_knowledge_base object_type:xe, mention:này action_query_babe_kb Sản phẩm Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có giá 449.000 (Giá gốc: 850.000).
<Show card sản phẩm> Mình muón mua xe này",Mình muón mua xe này,"Sản phẩm Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có giá 449.000 (Giá gốc: 850.000).
<Show card sản phẩm>",query_knowledge_base,"['object_type:xe', 'mention:này']",action_query_babe_kb,0
-3.5661988,5.77221,1.5859444,Bé nhà mình 8 tháng đã dùng được chưa shop nhỉ? query_knowledge_base age_of_use:bé nhà mình 8 tháng action_query_babe_kb Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có độ tuổi sử dụng từ: 0 - 36 tháng ạ. Bé nhà mình 8 tháng đã dùng được chưa shop nhỉ?,Bé nhà mình 8 tháng đã dùng được chưa shop nhỉ?,Xe tập đi cao cấp Tommorrow Sky - CHÍNH HÃNG có độ tuổi sử dụng từ: 0 - 36 tháng ạ.,query_knowledge_base,['age_of_use:bé nhà mình 8 tháng'],action_query_babe_kb,1
-4.312663,12.124403,-2.990534,ok shop agree nan utter_agree Vâng ạ! ok shop,ok shop,Vâng ạ!,agree,,utter_agree,1
-5.9143786,9.566398,2.514931,"Mình vừa đặt trên shopee rồi nhé shop, giao hàng giúp mình nha! handover_to_inbox attribute:link action_handover_to_inbox nan Mình vừa đặt trên shopee rồi nhé shop, giao hàng giúp mình nha!","Mình vừa đặt trên shopee rồi nhé shop, giao hàng giúp mình nha!",,handover_to_inbox,['attribute:link'],action_handover_to_inbox,1
3.937708,-0.7268959,-16.236567,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
14.130711,4.107143,4.047506,"https://scontent.xx.fbcdn.net/v/t1.15752-9/91140590_169156024104970_9149727164638167040_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQksL3EPbJwb5vF7MiFB6VdXzCEmtSqg7QZRnHQamP5qwRCPthge2V2zCm6k7jX6oSw0tzFhj2tL2-yD0lgdlWzF&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a3ace1f889939914cd91509c52946144&oe=5EA53CD3 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/91140590_169156024104970_9149727164638167040_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQksL3EPbJwb5vF7MiFB6VdXzCEmtSqg7QZRnHQamP5qwRCPthge2V2zCm6k7jX6oSw0tzFhj2tL2-yD0lgdlWzF&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a3ace1f889939914cd91509c52946144&oe=5EA53CD3 action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ?
 https://scontent.xx.fbcdn.net/v/t1.15752-9/91140590_169156024104970_9149727164638167040_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQksL3EPbJwb5vF7MiFB6VdXzCEmtSqg7QZRnHQamP5qwRCPthge2V2zCm6k7jX6oSw0tzFhj2tL2-yD0lgdlWzF&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a3ace1f889939914cd91509c52946144&oe=5EA53CD3",https://scontent.xx.fbcdn.net/v/t1.15752-9/91140590_169156024104970_9149727164638167040_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQksL3EPbJwb5vF7MiFB6VdXzCEmtSqg7QZRnHQamP5qwRCPthge2V2zCm6k7jX6oSw0tzFhj2tL2-yD0lgdlWzF&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a3ace1f889939914cd91509c52946144&oe=5EA53CD3,"Bạn đang tìm kiếm thông tin gì ạ?
",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/91140590_169156024104970_9149727164638167040_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQksL3EPbJwb5vF7MiFB6VdXzCEmtSqg7QZRnHQamP5qwRCPthge2V2zCm6k7jX6oSw0tzFhj2tL2-yD0lgdlWzF&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=a3ace1f889939914cd91509c52946144&oe=5EA53CD3']""]",action_handle_send_link_only,0
-0.079423,-4.765914,1.1418813,"Mẫu này shop còn ko? query_knowledge_base mention:mẫu này action_query_babe_kb Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!

<Show card sản phẩm Voi Jumbo thả hình khối Bkids Infantino> Mẫu này shop còn ko?",Mẫu này shop còn ko?,"Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!

<Show card sản phẩm Voi Jumbo thả hình khối Bkids Infantino>",query_knowledge_base,['mention:mẫu này'],action_query_babe_kb,0
-4.4295726,6.850103,2.15055,"Mình ở Ngã Tư Sở thì phí ship hết bao nhiêu bạn, có được freeship k nhỉ ask_ship attribute:fee_ship action_ask_ship Ship Ngã tư sở , Thanh Xuân trong nội thành hà nội hết khoảng 30-40 k ạ Mình ở Ngã Tư Sở thì phí ship hết bao nhiêu bạn, có được freeship k nhỉ","Mình ở Ngã Tư Sở thì phí ship hết bao nhiêu bạn, có được freeship k nhỉ","Ship Ngã tư sở , Thanh Xuân trong nội thành hà nội hết khoảng 30-40 k ạ",ask_ship,['attribute:fee_ship'],action_ask_ship,1
