x,y,text,input_text,bot_text,intent,entities,action,cluster
15.297513,-6.809724,"shop ơi mình cần mua váy vắt sửa
sưa query_knowledge_base object_type:may_hut_sua action_query_babe_kb Hiện tại sản phẩm máy hút sữa shop đang có những giá sau ạ:
<500-1M> <1M-2M> <Tất cả giá> shop ơi mình cần mua váy vắt sửa
sưa","shop ơi mình cần mua váy vắt sửa
sưa","Hiện tại sản phẩm máy hút sữa shop đang có những giá sau ạ:
<500-1M> <1M-2M> <Tất cả giá>",query_knowledge_base,['object_type:may_hut_sua'],action_query_babe_kb,0
15.267295,0.34109908,"/query_knowledge_base{price: 1M - 2M}	 query_knowledge_base nan action_query_babe_kb Mời bạn click vào Xem chi tiết để tham khảo sản phẩm hiện có tại shop nhé!
<card sp 1> <card sp 2> <card sp 3> /query_knowledge_base{price: 1M - 2M}	","/query_knowledge_base{""price"": ""1M - 2M""}	","Mời bạn click vào ""Xem chi tiết"" để tham khảo sản phẩm hiện có tại shop nhé!
<card sp 1> <card sp 2> <card sp 3>",query_knowledge_base,,action_query_babe_kb,0
-20.540798,-32.24246,"Alo greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? Alo",Alo,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
-51.84873,2.4465902,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE,Bạn đang tìm kiếm thông tin gì ạ?,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE']""]",action_handle_send_link_only,1
17.530424,-5.8394985,"Đăng shopee chưa action_query_babe_kb attribute:link action_query_babe_kb Mời bạn tham khảo link shopee của sản phẩm:
<show card sp> Đăng shopee chưa",Đăng shopee chưa,"Mời bạn tham khảo link shopee của sản phẩm:
<show card sp>",action_query_babe_kb,['attribute:link'],action_query_babe_kb,0
-20.540798,-32.24246,"Alo greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? Alo",Alo,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
22.651525,-11.906384,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE action_handle_send_link_only nan https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE,https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE,,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93049506_230567204722153_3091303153677631488_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=U5aAIvE1cnoAX-OQDkx&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=f0e42a84100aba274a52478c37af6d52&oe=5EB6C3EE']""]",action_handle_send_link_only,0
11.771766,0.4465191,Đăng shopee chưa query_knowledge_base attribute:link action_query_babe_kb Sản phẩm Bộ đồ chơi nhà bếp thông minh hiện chưa có link shopee ạ Đăng shopee chưa,Đăng shopee chưa,Sản phẩm Bộ đồ chơi nhà bếp thông minh hiện chưa có link shopee ạ,query_knowledge_base,['attribute:link'],action_query_babe_kb,0
15.586995,-9.550203,"Bao giờ đăng lên thì thông báo mình nhé để mình đặt hàng query_knowledge_base nan action_query_babe_kb Dạ,vâng ạ Bao giờ đăng lên thì thông báo mình nhé để mình đặt hàng",Bao giờ đăng lên thì thông báo mình nhé để mình đặt hàng,"Dạ,vâng ạ",query_knowledge_base,,action_query_babe_kb,0
-0.08688749,27.862007,"b ơi cho mình hỏi chút
bên mình có quây k k ạ query_knowledge_base object_type:quay action_query_babe_kb Sản phẩm  Quây  hiện shop đang có giá: *1,440,000 VND (giá gốc 1,490,000 VND), 1,040,000 VND (giá gốc 1,290,000 VND), 1,340,000 VND (giá gốc 1,390,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ: b ơi cho mình hỏi chút
bên mình có quây k k ạ","b ơi cho mình hỏi chút
bên mình có quây k k ạ","Sản phẩm  Quây  hiện shop đang có giá: *1,440,000 VND (giá gốc 1,490,000 VND), 1,040,000 VND (giá gốc 1,290,000 VND), 1,340,000 VND (giá gốc 1,390,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",query_knowledge_base,['object_type:quay'],action_query_babe_kb,3
2.6026502,-1.3260112,"mẫu này kt bn hả b query_knowledge_base mention:mẫu này, attribute:size action_query_babe_kb Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé! mẫu này kt bn hả b",mẫu này kt bn hả b,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",query_knowledge_base,"['mention:mẫu này', 'attribute:size']",action_query_babe_kb,0
5.4762573,15.07516,"https://scontent.xx.fbcdn.net/v/t1.15752-9/92319989_243079400401587_6154261374332567552_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=YkHJKwU8VpUAX-Gwl3X&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=80ff0124dbde1098c7a2bee69d87cac8&oe=5EB719F6 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92319989_243079400401587_6154261374332567552_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=YkHJKwU8VpUAX-Gwl3X&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=80ff0124dbde1098c7a2bee69d87cac8&oe=5EB719F6 action_handle_send_link_only Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 hiện shop đang có kích thước: *1.8x2M*.
Bạn tham khảo sản phẩm sau nhé ạ:
<show card sp> https://scontent.xx.fbcdn.net/v/t1.15752-9/92319989_243079400401587_6154261374332567552_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=YkHJKwU8VpUAX-Gwl3X&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=80ff0124dbde1098c7a2bee69d87cac8&oe=5EB719F6",https://scontent.xx.fbcdn.net/v/t1.15752-9/92319989_243079400401587_6154261374332567552_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=YkHJKwU8VpUAX-Gwl3X&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=80ff0124dbde1098c7a2bee69d87cac8&oe=5EB719F6,"Sản phẩm  COMBO HOLLA LIÊN HOÀN 2020 hiện shop đang có kích thước: *1.8x2M*.
Bạn tham khảo sản phẩm sau nhé ạ:
<show card sp>",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92319989_243079400401587_6154261374332567552_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=YkHJKwU8VpUAX-Gwl3X&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=80ff0124dbde1098c7a2bee69d87cac8&oe=5EB719F6']""]",action_handle_send_link_only,3
2.3510115,0.78111416,"mai ship mình bộ này b nhé
 query_knowledge_base mention:bộ này action_query_babe_kb Cho shop xin thông tin ạ ( địa chỉ , số điện thoại) mai ship mình bộ này b nhé
","mai ship mình bộ này b nhé
","Cho shop xin thông tin ạ ( địa chỉ , số điện thoại)",query_knowledge_base,['mention:bộ này'],action_query_babe_kb,0
23.010551,-14.498843,"434 trần khát chân, hai bà trưng
sđt:113 query_knowledge_base nan action_query_babe_kb Thông tin đơn hàng 
( ng nhận: tên fb, tên sản phẩm, số lượng, thuộc tính, giá trị sản phẩm , phí ship và tổng giá trị  đơn hàng)
<xác nhận><hủy bỏ> 434 trần khát chân, hai bà trưng
sđt:113","434 trần khát chân, hai bà trưng
sđt:113","Thông tin đơn hàng 
( ng nhận: tên fb, tên sản phẩm, số lượng, thuộc tính, giá trị sản phẩm , phí ship và tổng giá trị  đơn hàng)
<xác nhận><hủy bỏ>",query_knowledge_base,,action_query_babe_kb,0
20.105581,-13.250204,"<xác nhận> agree nan nan Cám ơn bạn đã mua hàng tại shop, đơn hàng sẽ được giao đến 434 trần khát chân, 2 bà trưng trong khoảng 24 h  <xác nhận>",<xác nhận>,"Cám ơn bạn đã mua hàng tại shop, đơn hàng sẽ được giao đến 434 trần khát chân, 2 bà trưng trong khoảng 24 h ",agree,,,0
-28.76827,-26.609426,"bạn ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? bạn ơi",bạn ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
-0.45850697,19.658567,"cho e hỏi shop mình còn ghế ăn dặm loại này k ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/92664877_857284874739536_7878532899333472256_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=8hyz8A1A7kIAX8Zqi8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=bbbcb24217efa1a016291a04e3c6a380&oe=5EB66428 query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92664877_857284874739536_7878532899333472256_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=8hyz8A1A7kIAX8Zqi8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=bbbcb24217efa1a016291a04e3c6a380&oe=5EB66428, object_type:ghe_an, mention:loại này action_query_babe_kb Sản phẩm  Ghế cao đa năng Mastela 1015  hiện shop đang có giá: 1320000 VND (giá gốc 2000000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp> cho e hỏi shop mình còn ghế ăn dặm loại này k ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/92664877_857284874739536_7878532899333472256_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=8hyz8A1A7kIAX8Zqi8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=bbbcb24217efa1a016291a04e3c6a380&oe=5EB66428","cho e hỏi shop mình còn ghế ăn dặm loại này k ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/92664877_857284874739536_7878532899333472256_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=8hyz8A1A7kIAX8Zqi8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=bbbcb24217efa1a016291a04e3c6a380&oe=5EB66428","Sản phẩm  Ghế cao đa năng Mastela 1015  hiện shop đang có giá: 1320000 VND (giá gốc 2000000 VND).
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92664877_857284874739536_7878532899333472256_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=8hyz8A1A7kIAX8Zqi8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=bbbcb24217efa1a016291a04e3c6a380&oe=5EB66428']"", 'object_type:ghe_an', 'mention:loại này']",action_query_babe_kb,3
9.660839,-15.664618,thank shop thank nan utter_thank Dạ vâng ạ. thank shop,thank shop,Dạ vâng ạ.,thank,,utter_thank,0
-16.736431,-31.902067,"Alo
https://scontent.xx.fbcdn.net/v/t1.15752-9/93277960_579821402741160_1239001299282821120_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=d8OxiZOFC3UAX9Yvec0&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6602df45fb9482936f8daa0e6f2fe356&oe=5EB6D3C7 greet url:https://scontent.xx.fbcdn.net/v/t1.15752-9/93277960_579821402741160_1239001299282821120_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=d8OxiZOFC3UAX9Yvec0&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6602df45fb9482936f8daa0e6f2fe356&oe=5EB6D3C7 utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? Alo
https://scontent.xx.fbcdn.net/v/t1.15752-9/93277960_579821402741160_1239001299282821120_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=d8OxiZOFC3UAX9Yvec0&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6602df45fb9482936f8daa0e6f2fe356&oe=5EB6D3C7","Alo
https://scontent.xx.fbcdn.net/v/t1.15752-9/93277960_579821402741160_1239001299282821120_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=d8OxiZOFC3UAX9Yvec0&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6602df45fb9482936f8daa0e6f2fe356&oe=5EB6D3C7","Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/93277960_579821402741160_1239001299282821120_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=d8OxiZOFC3UAX9Yvec0&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6602df45fb9482936f8daa0e6f2fe356&oe=5EB6D3C7']""]",utter_greet,2
9.431688,13.51913,"Mua le dc k shop query_knowledge_base  action_query_babe_kb Quây góc vuông cánh nhỏ hình ngôi nhà toyhouse là sản phẩm bán lẻ hiện đang có giá 1.090.000 - ₫1.250.000
 (giá gốc 290.000 - ₫1.390.000)
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp> Mua le dc k shop",Mua le dc k shop,"Quây góc vuông cánh nhỏ hình ngôi nhà toyhouse là sản phẩm bán lẻ hiện đang có giá 1.090.000 - ₫1.250.000
 (giá gốc 290.000 - ₫1.390.000)
Bạn tham khảo các sản phẩm sau nhé ạ:
<show sp>",query_knowledge_base,[],action_query_babe_kb,3
22.353964,-14.144305,"Ship Thạch Bnaf, LB phí bnhieu b query_knowledge_base  action_handover_to_inbox Ship thạch bàn , long biên trong nội thành hà nội hết khoảng 30-40 k ạ Ship Thạch Bnaf, LB phí bnhieu b","Ship Thạch Bnaf, LB phí bnhieu b","Ship thạch bàn , long biên trong nội thành hà nội hết khoảng 30-40 k ạ",query_knowledge_base,[],action_handover_to_inbox,0
5.7593474,-3.025636,"Shop cho e hỏi bộ đồ chơi cho bé này có to ko ạ. Bé đứng với tới ko ạ. Do nhìn qua hình nên ko hình dung dc kích cỡ thế nào query_knowledge_base attribute:size action_query_babe_kb Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé! Shop cho e hỏi bộ đồ chơi cho bé này có to ko ạ. Bé đứng với tới ko ạ. Do nhìn qua hình nên ko hình dung dc kích cỡ thế nào",Shop cho e hỏi bộ đồ chơi cho bé này có to ko ạ. Bé đứng với tới ko ạ. Do nhìn qua hình nên ko hình dung dc kích cỡ thế nào,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",query_knowledge_base,['attribute:size'],action_query_babe_kb,0
6.9936585,9.7904005,"https://scontent.xx.fbcdn.net/v/t1.15752-9/92484517_1949098825215067_9094653464721489920_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=vtrowuM_cxgAX9BfUVc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fb8bb0f890ad2e441ac229831652b030&oe=5EB3F743 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92484517_1949098825215067_9094653464721489920_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=vtrowuM_cxgAX9BfUVc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fb8bb0f890ad2e441ac229831652b030&oe=5EB3F743 action_handle_send_link_only
 Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích thước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng> https://scontent.xx.fbcdn.net/v/t1.15752-9/92484517_1949098825215067_9094653464721489920_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=vtrowuM_cxgAX9BfUVc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fb8bb0f890ad2e441ac229831652b030&oe=5EB3F743",https://scontent.xx.fbcdn.net/v/t1.15752-9/92484517_1949098825215067_9094653464721489920_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=vtrowuM_cxgAX9BfUVc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fb8bb0f890ad2e441ac229831652b030&oe=5EB3F743,"Sản phẩm  Bộ đồ chơi nhà bếp thông minh có kích thước: 57x30x77cm và 51x32x100cm
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92484517_1949098825215067_9094653464721489920_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=vtrowuM_cxgAX9BfUVc&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fb8bb0f890ad2e441ac229831652b030&oe=5EB3F743']""]","action_handle_send_link_only
",3
4.002739,-15.783504,cám ơn shop thank nan utter_thank nan cám ơn shop,cám ơn shop,,thank,,utter_thank,0
-20.171827,-32.302513,"hello greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? hello",hello,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
4.4026384,8.93567,ghế ăn dặm query_knowledge_base object_type:ghe_an action_query_babe_kb Hiện tại sản phẩm Ghế Ăn  shop đang có những *giá* sau ạ: ghế ăn dặm,ghế ăn dặm,Hiện tại sản phẩm Ghế Ăn  shop đang có những *giá* sau ạ:,query_knowledge_base,['object_type:ghe_an'],action_query_babe_kb,3
-0.30842635,17.467495,/confirm_attribute_value{price: 500k - 1M} confirm_attribute_value price:500k - 1M action_query_babe_kb Dạ mời bạn tham khảo các loại sản phẩm hiện có tại shop nhé! /confirm_attribute_value{price: 500k - 1M},"/confirm_attribute_value{""price"": ""500k - 1M""}",Dạ mời bạn tham khảo các loại sản phẩm hiện có tại shop nhé!,confirm_attribute_value,['price:500k - 1M'],action_query_babe_kb,3
-4.09453,19.221098,"Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ query_knowledge_base object_type:xe, brand:scotter action_query_babe_kb Mời bạn tham khảo các Xe Scooter shop đang có ạ:
<Show card xe scooter> Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ","Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ","Mời bạn tham khảo các Xe Scooter shop đang có ạ:
<Show card xe scooter>",query_knowledge_base,"['object_type:xe', 'brand:scotter']",action_query_babe_kb,3
-49.81197,-1.8238893,https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515 send_link url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515 action_handle_send_link_only Bạn đang tìm kiếm thông tin gì ạ? https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515,https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515,Bạn đang tìm kiếm thông tin gì ạ?,send_link,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92430207_618936155615605_8144463878298796032_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=uE0sZhyAuPYAX9fUicW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=3b3036f8632df7eedeffd0fc87e64692&oe=5EB2C515']""]",action_handle_send_link_only,1
15.051068,-6.097534,"Shop co bán goi nay kg ạ? query_knowledge_base object_type:goi, mention:nay action_query_babe_kb Sản phẩm bạn vừa gửi shop không có hàng, hiện tại shop có các loại Gối sau:
<show random card 5 cái gối> Shop co bán goi nay kg ạ?",Shop co bán goi nay kg ạ?,"Sản phẩm bạn vừa gửi shop không có hàng, hiện tại shop có các loại Gối sau:
<show random card 5 cái gối>",query_knowledge_base,"['object_type:goi', 'mention:nay']",action_query_babe_kb,0
-27.164251,-29.305794,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
5.9161797,10.089709,"Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188 query_knowledge_base url:https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188, mention:bộ này, attribute:price action_query_babe_kb Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng> Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188","Bộ này bao nhiêu vậy bạn?
https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188","Sản phẩm  Bộ đồ chơi nhà bếp thông minh  hiện shop đang có giá: 490.000 - 790.000
Bạn tham khảo các sản phẩm sau nhé ạ:
<Show card cuối cùng>",query_knowledge_base,"[""url:['https://scontent.xx.fbcdn.net/v/t1.15752-9/92392502_563581274279413_911273699502456832_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=LK2HVorNH4kAX-hOqZU&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6d0970e4a27ab409c251778d49de4648&oe=5EB66188']"", 'mention:bộ này', 'attribute:price']",action_query_babe_kb,3
17.05627,-18.131084,"ok, thank shop! thank nan utter_thank Shop cảm ơn bạn ạ. ok, thank shop!","ok, thank shop!",Shop cảm ơn bạn ạ.,thank,,utter_thank,0
-26.788128,-29.792309,"shop ơi greet nan utter_greet Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ? shop ơi",shop ơi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",greet,,utter_greet,2
